language,mean,variance,amplitude
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
nome_idioma,0.2458333333333334,0.14620659722222223,1.0
